Feature 1,Feature 2
0.942521555533817,0.05747844446618304
0.958954348356134,0.041045651643866046
0.9490907835113495,0.050909216488650544
0.9940600081523745,0.005939991847625475
0.9989164907239957,0.0010835092760042818
0.9772332353583078,0.02276676464169224
0.996980868703552,0.0030191312964480232
0.9687571898056615,0.031242810194338572
0.9973441519903303,0.0026558480096697595
0.9357272739018407,0.06427272609815922
0.9979061155124285,0.0020938844875715815
0.996783783511609,0.00321621648839102
0.9520449865423637,0.047955013457636336
0.9755623631300561,0.024437636869943977
0.9885567437330808,0.011443256266919182
0.9843434355086088,0.01565656449139128
0.9897241430751474,0.010275856924852599
0.9396106296210797,0.06038937037892029
0.9688065363985577,0.031193463601442362
0.9644094661068786,0.035590533893121376
0.9341084501241103,0.06589154987588983
0.972840156417945,0.027159843582055046
0.9651524359732906,0.034847564026709424
0.9425832283569524,0.05741677164304764
0.968622486295277,0.031377513704722894
0.9830287348728471,0.016971265127152857
0.9992132399954916,0.0007867600045083359
0.9592366969173197,0.0407633030826804
0.9998840397235155,0.00011596027648451991
0.9493662402168697,0.050633759783130325
0.9407700444180963,0.059229955581903734
0.9675865502103077,0.032413449789692336
0.9828892308660824,0.01711076913391766
0.9606238368559773,0.03937616314402266
0.928541490682234,0.07145850931776603
0.9594009851995932,0.04059901480040679
0.9916533498270258,0.008346650172974236
0.9818097134135083,0.018190286586491626
0.9646085943333688,0.035391405666631175
0.9887759851229991,0.01122401487700085
0.9480105369444091,0.05198946305559085
0.9886714411623972,0.011328558837602835
0.9717099579065769,0.028290042093423094
0.9607980254623313,0.039201974537668785
0.9886432199042928,0.011356780095707215
0.9877225912187426,0.012277408781257396
0.9961060344178243,0.003893965582175624
0.9995884630707529,0.000411536929247186
0.9605216572815168,0.03947834271848308
0.9737940809411372,0.026205919058862836
0.9496968150524273,0.050303184947572584
0.9723767766406723,0.027623223359327636
0.9547682873138542,0.045231712686145675
0.9816682464318462,0.018331753568153742
0.9549044595300448,0.04509554046995522
0.9682409295109814,0.03175907048901865
0.9940959645524607,0.005904035447539309
0.9353406977079759,0.06465930229202414
0.9930635663234659,0.006936433676534059
0.9473603330155186,0.05263966698448133
0.9580054054037834,0.041994594596216565
