Feature 1,Feature 2
0.9197180285400905,0.08028197145990942
0.9767052494728666,0.02329475052713342
0.9736064352982275,0.026393564701772516
0.9639669813422754,0.0360330186577245
0.9924250022104825,0.007574997789517662
0.9603287151169972,0.03967128488300271
0.9766929195243336,0.023307080475666528
0.9579208734461594,0.0420791265538406
0.994477990873914,0.005522009126086026
0.9963810114039044,0.0036189885960955463
0.9734729213813103,0.026527078618689817
0.96240871179942,0.037591288200579956
0.983986036674142,0.016013963325858024
0.9972521821979169,0.00274781780208302
0.9882546318077092,0.01174536819229079
0.987753999314136,0.012246000685863949
0.9558254973591621,0.044174502640837894
0.9837459107358879,0.01625408926411197
0.9717674373696762,0.028232562630323775
0.9928613311622457,0.007138668837754233
0.9357818019068078,0.06421819809319229
0.9509772568583827,0.04902274314161715
0.9699489924720293,0.03005100752797071
0.9504643171399696,0.04953568286003046
0.9520196823712792,0.04798031762872077
0.9950067887610803,0.004993211238919727
0.9788639053883503,0.02113609461164962
0.942502619225368,0.05749738077463194
0.9856589605400203,0.014341039459979716
0.99568699992128,0.0043130000787200235
0.9476480900859707,0.05235190991402924
0.9604000827389942,0.039599917261005826
0.9778161595508197,0.022183840449180325
0.9642784525398965,0.035721547460103344
0.970850247345888,0.02914975265411203
0.9850671307070995,0.014932869292900572
0.9830516679236255,0.016948332076374476
0.9027501449016146,0.09724985509838528
0.9819180242173597,0.018081975782640355
0.9104853976975508,0.08951460230244933
0.983660354751886,0.01633964524811402
0.950141146348497,0.049858853651502937
0.9646098811377823,0.03539011886221765
0.9747989040050066,0.025201095994993414
0.9460562065343368,0.053943793465663206
0.9804676146766257,0.019532385323374344
0.9875244898849838,0.012475510115016294
0.9834602525780225,0.01653974742197754
0.9897021051491789,0.010297894850821167
0.9780443901079043,0.021955609892095652
0.9519575734687167,0.04804242653128328
0.9695606013162074,0.030439398683792623
0.9606541485699068,0.03934585143009314
0.9830631429007202,0.016936857099279765
0.935787214848366,0.06421278515163402
0.9851458328707093,0.014854167129290632
0.9738337578779687,0.02616624212203137
0.9963347377102019,0.003665262289798109
0.9844072022540826,0.01559279774591742
0.9874318348356629,0.012568165164337189
0.9623232308824479,0.03767676911755216
0.9872233048028305,0.012776695197169455
0.9481850470547037,0.051814952945296235
0.9933960110531769,0.006603988946823081
0.992146105787455,0.007853894212545074
0.9934411248798847,0.00655887512011537
0.98527170415858,0.01472829584141994
0.9915405380610224,0.008459461938977546
0.9274307122054483,0.07256928779455173
0.9653542516843076,0.034645748315692414
0.9545156466381586,0.04548435336184153
0.9523623946816889,0.04763760531831111
0.9881190573007361,0.011880942699263809
0.9591724202975265,0.040827579702473485
0.9858072783818167,0.01419272161818336
0.9723354199474182,0.02766458005258176
0.9373028497520194,0.06269715024798053
0.98300255615199,0.016997443848010114
0.9731838547656908,0.02681614523430914
0.9877159583690734,0.012284041630926548
0.9740781936389643,0.025921806361035797
0.9363914329928711,0.063608567007129
0.9708088801606858,0.029191119839314217
0.9932483362052874,0.006751663794712597
0.9738224558951751,0.026177544104824906
0.9079102987850386,0.09208970121496136
0.9745914680587121,0.025408531941287935
0.984181420735161,0.015818579264838952
0.9592005411186743,0.04079945888132573
0.9712803375755682,0.02871966242443175
0.9576254135753139,0.04237458642468605
0.9952080608120728,0.0047919391879271975
0.9419705087029783,0.058029491297021764
0.9816306642383732,0.018369335761626797
0.9832143158236123,0.016785684176387667
0.9482209179189127,0.0517790820810872
0.9867566742720001,0.01324332572799996
0.9954090480552114,0.004590951944788611
0.9874971184652769,0.012502881534723053
0.9549127734631785,0.045087226536821616
0.9269697916294132,0.07303020837058677
0.9683488704742552,0.03165112952574478
0.9225180064666224,0.07748199353337755
0.9951010308781553,0.004898969121844648
0.9843276198896898,0.015672380110310236
0.9058647501020657,0.09413524989793437
0.990196463662069,0.009803536337931013
0.9389833355368026,0.06101666446319737
0.9857966016172898,0.014203398382710241
0.9982750325101213,0.0017249674898786329
0.9293736858563515,0.07062631414364859
0.9787062817231327,0.021293718276867334
0.9738861423162835,0.02611385768371653
0.9642084259449889,0.035791574055011016
0.994462066251225,0.00553793374877494
0.993480148448465,0.006519851551534986
0.9816170455687129,0.018382954431287197
0.9757040409206459,0.02429595907935411
0.9619235714435033,0.03807642855649669
0.9840440349101018,0.0159559650898981
0.9802833000045145,0.0197166999954856
0.9841325558328593,0.015867444167140546
0.9914209719207249,0.008579028079275217
0.9500120559800332,0.0499879440199667
0.9756684635584874,0.024331536441512657
0.9602199157568201,0.03978008424317984
0.967624546192105,0.03237545380789501
0.9889546833366101,0.011045316663389787
0.9972261591689673,0.0027738408310327765
0.9997643996624064,0.0002356003375936374
0.9764287176133626,0.02357128238663744
0.9879211328995905,0.012078867100409452
0.9687488675969186,0.03125113240308135
0.9748659249465937,0.025134075053406323
0.9905923914069799,0.00940760859302008
