cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
0.05869412760370131,0.0,0.029274179446987632,0.0,0.2568614355497861,0.025960828479059225,0.2276542631024248,0.0,0.049459434577239114,0.0,0.0,0.16004223706944742,0.003501870114447705,0.0021154938276683587,0.018791266203929846,0.0,0.022350294483198342,0.04212119606926232,0.021343341952162843,0.012599621327168124,0.03937218064002557,0.029858229553491336
0.0450132797196474,0.009304573568500393,0.06464534867862831,0.0,0.2630662940565953,0.0,0.0,0.0,0.046684334039104165,0.0,0.0,0.0463405173837152,0.003586463793751136,0.1880755570364825,0.193869914154146,0.0,0.0,0.03838369748069548,0.021858925693662296,0.058041664216928315,0.009416412588168962,0.01171301758997455
0.03353212720161245,0.008910661287611938,0.003161782038211829,0.017718380281220247,0.1959682632249923,0.019806387838351525,0.0,0.0,0.05431090004818703,0.1592836080122057,0.0918535782262075,0.03452084351213333,0.0026716971966641422,0.025125939913525238,0.12551685666008727,0.0,0.01705179580824758,0.02859350370646677,0.01628355923323144,0.15867546732716553,0.007014648483878092,0.0
0.028366020430253568,0.007537845101192586,0.04073755310802956,0.014988610513726653,0.16577646289481593,0.016754933430575176,0.0,0.0,0.04594350498395191,0.13474365979953618,0.07770223935839557,0.029202399516122583,0.0022600827231360828,0.0013653256038707695,0.10617914589174407,0.0,0.014424723465288869,0.024188257097794062,0.013774840935051588,0.11476506074714747,0.16128933439936735,0.0
0.04013819030289432,0.009412359538327385,0.024243870559792387,0.01871598742367531,0.2070018718380216,0.020921557903192868,0.0,0.0,0.07775519961050713,0.16825170856581334,0.09702524255102543,0.036464481050839964,0.0028221209071625925,0.001704854798108822,0.05510794204680418,0.0,0.01801186354729155,0.030203406496011144,0.017200367189024162,0.1676093822111701,0.007409593460337691,0.0
0.042662513802486916,0.0066036179758255315,0.003012290429960953,0.0,0.3115332255201816,0.0188699312878575,0.0,0.20306239103813056,0.0,0.15175259659290655,0.0,0.11632849719958728,0.004891807727098082,0.023937955201861538,0.04970391335685002,0.0,0.01624557523032925,0.027241577980775103,0.0,0.009158185989432356,0.006682989527957618,0.008312931138759102
0.04180903571707774,0.009804176192334191,0.025253089503521592,0.01949508889881213,0.21561885078704535,0.021792464095822257,0.0,0.0,0.08099198415620858,0.1752557578998661,0.10106423925727323,0.037982412889969716,0.002939599022531755,0.0017758235934685522,0.015774078015565317,0.0,0.01876165788909666,0.031460711476927604,0.017916388084239992,0.17458660099092738,0.007718041529311873,0.0
0.03514483705822382,0.0072646927984172625,0.024055476629552687,0.0,0.20539322806537733,0.020758967551890502,0.1820384706208152,0.0,0.07715098046112312,0.16694431261000658,0.047823943491485534,0.0,0.002800189935726709,0.0016916062232288016,0.015025992510592627,0.0,0.017871891738396026,0.029968684083911613,0.0,0.14219129309196454,0.0,0.023875433129287568
0.04411448084602964,0.0,0.0036706574432301842,0.02057007972942314,0.22750852557085244,0.022994140858498064,0.0,0.0,0.06305199207015574,0.184919688734709,0.10663709484168404,0.04007681877211052,0.0031016933168026874,0.02916985225397,0.01664389014228872,0.0,0.019796208541865583,0.033195496666754414,0.01890432712992344,0.1575014242960067,0.008143628785695706,0.0
0.03172918103095882,0.007440458446021952,0.01916475195301636,0.0147949531930272,0.16363467750650754,0.016538457819584306,0.0,0.0,0.021993380652194205,0.13300277782184575,0.07669834625502175,0.028825116826174564,0.0022308805200914397,0.14777716265295615,0.0119710579159099,0.0,0.014238357294442222,0.02387574444491246,0.013596871631299185,0.11328232072057015,0.15920550331546596,0.0
0.0438120067205644,0.0067815455062953545,0.04711612286481183,0.0,0.31992726145815364,0.01937836402810646,0.0,0.2085337394170975,0.0,0.15584146055308026,0.0,0.11946289763078108,0.0026139584464326304,0.0015791029800494587,0.014026667293562476,0.0,0.016683295547043345,0.027975575350096742,0.0,0.009404944378808034,0.006863057825116801,0.0
0.034965951869480184,0.008199474367197234,0.044313282682798,0.0,0.3866764536224615,0.018225587851872702,0.0,0.1961284226359261,0.0,0.14657074386767693,0.0,0.03176563917465447,0.0047247709266165115,0.023120547199275882,0.04800667945485397,0.0,0.0156908374076165,0.02631135849098617,0.0,0.008845462218117087,0.006454788230466896,0.0
0.05243319456141536,0.010838320670735571,0.05214101332360935,0.027705715174616032,0.3064297231620743,0.030970677377270724,0.0,0.0,0.04118580213759601,0.0,0.1436288434775697,0.05397921007969503,0.004177653941252858,0.002523736645717177,0.022417546126094284,0.0,0.026663394161290203,0.050249601558360266,0.025462119118912756,0.015031057346533875,0.010968598942035931,0.12319379219522053
0.04146456333689419,0.009723397594264438,0.024371360215191068,0.019334466115182747,0.2138422992657132,0.021612929280442457,0.0,0.0,0.0287415571288042,0.0,0.10023152169651614,0.0376694713787717,0.002915378201371093,0.0017611912743752398,0.015644104370405084,0.0,0.01860706963892648,0.03506674577944483,0.0177687699814213,0.37873312749801175,0.007654449497544824,0.02485759774671913
0.031796017206257195,0.008449319034976255,0.02176332118855444,0.0,0.39845851912766345,0.01878092843096984,0.0,0.0,0.01970153807736889,0.0,0.0870979559073089,0.11577984625974425,0.0048687363495702705,0.0,0.0,0.0,0.01616894634461481,0.02711308438877317,0.2073996309138677,0.014370260620433731,0.006651467623102664,0.021600428526794425
0.030594924258499526,0.0,0.03042441411513652,0.0,0.3201637825055843,0.018071473499935136,0.0,0.19447009101261034,0.06628506927382849,0.0,0.08380781390780287,0.0314970334113303,0.002437671953476689,0.001472607447650283,0.013080703093050464,0.0,0.015558159889120828,0.02608888486574595,0.014857224009133838,0.12378295118795615,0.02740719556913828,0.0
0.0260027297984338,0.006097611612645965,0.0157059107287581,0.0,0.2875552857083517,0.013553612808703774,0.0,0.0,0.05037218619453402,0.0,0.06285589037211899,0.0835547378815912,0.003513616092649381,0.01719380205476491,0.057929679886398064,0.0,0.011668627558645265,0.01956667063413295,0.1496738648889413,0.010370567697552176,0.13047221894958705,0.053912987132191316
0.0266745973902159,0.007088374013293578,0.025843311420158124,0.014094861025459059,0.18147354671277216,0.015755857663912326,0.0,0.0,0.05855687434639398,0.0,0.17575681283695968,0.027461107980248853,0.10932366922337287,0.0012839120899010936,0.011404586424335452,0.0,0.013564595123347248,0.0227459480327894,0.012953473696081965,0.12622531263101527,0.1516719277140585,0.018121231675684392
0.039940400938238,0.0,0.05061752661198394,0.0,0.2059817794900661,0.02081845745489944,0.18256016665994826,0.0,0.021838935829034508,0.16742270966424874,0.047960998889077566,0.0,0.0,0.0016964519732968187,0.015069045174377597,0.0,0.017923107524240336,0.0300545525825363,0.0,0.14259874831019448,0.031573268585043814,0.023943850312813948
0.03241281872747146,0.005912407967564404,0.04107762549250215,0.0,0.3584421068011129,0.016894791208161144,0.0,0.18180767199874506,0.0,0.13586847768972501,0.0,0.10415227247237573,0.004379777702825875,0.021432344146274648,0.0445013507032012,0.0,0.014545133624931287,0.02439016637189777,0.0,0.008199584589117341,0.005983470504094048,0.0
0.027779903051827433,0.006514356850886186,0.016779336298822802,0.0,0.3072083762122005,0.014479945223557953,0.0,0.0,0.027586564410819445,0.0,0.06715179162701856,0.08926532236257226,0.003753756510934071,0.0,0.038140546452991066,0.0,0.012466122634471615,0.0209039657181789,0.15990350794132305,0.011079351297656487,0.13938945707099398,0.057597696335745636
0.03705560039338242,0.00868950020506922,0.0030833065092229664,0.017278615949603768,0.1911043066661262,0.019314788821851,0.0,0.0,0.025685447240690697,0.15533022114170125,0.08957377506150664,0.03366402526673438,0.0026053854273019547,0.001573922821132024,0.013980653977028315,0.0,0.01662856548073913,0.02788379826674077,0.015879405298688698,0.15473707236538775,0.18593160910709272,0.0
0.052054645891061874,0.010760079276513169,0.050432434945252486,0.02750570653017391,0.0,0.030747076046022618,0.0,0.0,0.05857802637969803,0.0,0.298686398445895,0.05358954718744774,0.004147493288846289,0.002505517478525654,0.022255705535622363,0.0,0.0264708901941199,0.04438800927253978,0.02527831088994915,0.2106061070324109,0.046631017863588524,0.035363033742332524
0.03243224705676825,0.007605324503096044,0.041102240929205135,0.015122786371045156,0.19470822593173787,0.016904914673222058,0.0,0.0,0.062006200351165185,0.0,0.18857454352153344,0.02946382890549563,0.1172965394454213,0.0013775463719376915,0.012236316199480304,0.0,0.014553851813005043,0.02440479556290928,0.013898150865406649,0.1354308368023155,0.025637994581719854,0.06724365611453552
0.046310977394684726,0.007168351555682326,0.04980350456002827,0.0,0.20266927721766265,0.0,0.0,0.0,0.06322810377656264,0.0,0.0,0.03570126742881434,0.0027630528400525373,0.14489560632403442,0.14935961416668786,0.0,0.0,0.029571240304357874,0.016840369402833847,0.10063791273557607,0.14202687385008028,0.009023848442942298
0.03268005545502406,0.0,0.02793989987752375,0.015238341119025375,0.0,0.017034092281442162,0.14937447724946284,0.18330644407849364,0.06247998627043836,0.13698871529749904,0.07899686930942025,0.029688947746254336,0.002297738313596271,0.0013880728522383473,0.012329810481310028,0.0,0.01466505305801992,0.02459126110907237,0.014004346233312363,0.19096308397317888,0.00603280529468789,0.0
0.037829781178038535,0.008871039344818388,0.003147723474752716,0.017639593055371182,0.1950967657026713,0.019718316211793152,0.0,0.0,0.05406937667001644,0.1585753469587334,0.0914451694649536,0.034367336814034186,0.002659816343697034,0.025014201527324,0.12495871861239755,0.0,0.016975968655929558,0.02846635424659825,0.01621115345473374,0.15796988231904546,0.006983455965091526,0.0
0.040778101902855184,0.0074383156095283575,0.003393045966942277,0.0,0.35100604580786154,0.02125509525904818,0.0,0.22872958886645026,0.0,0.17093418472402408,0.0,0.03704581900645735,0.005510135402906401,0.0017320342797929097,0.05598649752683189,0.0,0.01829901832806595,0.030684914838965214,0.0,0.01031578875243494,0.007527721508784219,0.009363692219051327
0.03163896855581762,0.0,0.021655825442197782,0.016718037718271125,0.18490429682020773,0.01868816841853616,0.0,0.0,0.05124460876996648,0.15029080524778207,0.08666776927178323,0.03257186126262513,0.002520855721829621,0.0015228596619308989,0.013527079787954312,0.0,0.016089087782632384,0.026979166508765938,0.015364227885140256,0.14971697992050229,0.17989940122405698,0.0
0.0383917416693659,0.0,0.05513590139215056,0.020286200243419143,0.2243687292329976,0.022676810396202424,0.0,0.0,0.0301563684664414,0.1823676636600616,0.10516543397587858,0.039523737942666365,0.0030588900879912765,0.0018478849317339183,0.016414192430572228,0.0,0.0195230095067569,0.03273739220533805,0.018643442243013,0.1816713624186772,0.008031239196733906,0.0
0.03724290965220936,0.00989675209500525,0.036082265676404414,0.01967915976122781,0.0,0.02199823991987906,0.0,0.0,0.08068816669642227,0.0,0.2453905947748844,0.03834103959101173,0.15263708569212342,0.0017925895483935394,0.015923019208096228,0.0,0.01893880702034245,0.03175775630780964,0.018085560738922188,0.15067986705583158,0.03336253864348432,0.08750364761795222
0.028316274821653893,0.0,0.02420907859927993,0.0,0.3131398814247321,0.014759516853480203,0.0,0.0,0.015483000385981131,0.0,0.06844837040790762,0.09098881181454184,0.0038262313650056132,0.027365715436911124,0.06308386984465916,0.0,0.012706820494120969,0.02130757817793172,0.16299084258454702,0.011293269939525705,0.14208073784972186,0.0
0.0,0.0,0.035418980696797935,0.0,0.3107778303386121,0.031410123873930135,0.27544018148767624,0.0,0.05984121873831485,0.0,0.0,0.05474516346898242,0.004236931647602643,0.00255954750006279,0.02273564712258717,0.0,0.027041736189985427,0.050962639776116106,0.02582341368210865,0.015244350482498734,0.04763660776749575,0.03612562722722902
0.027708380454416263,0.0,0.035115581310507335,0.012920103031261437,0.14289854475020747,0.014442663920728457,0.0,0.0,0.05297481548553477,0.11614839189901363,0.06697896364636242,0.025172326230174943,0.0019481786360968348,0.1290505032847103,0.09152590771626297,0.0,0.012434037695275372,0.020850155287132,0.011873847033906322,0.09892693755555934,0.13903066206285022,0.0
0.04992469932791439,0.010319799788227885,0.034171791904945584,0.0,0.2917695401236679,0.029488974734203525,0.2585931822096908,0.0,0.05618111397449892,0.0,0.0,0.051396754269309064,0.003977785652227339,0.002402995510408452,0.021345046096701462,0.0,0.02538775390701886,0.047845601532531166,0.024243970531629844,0.014311951627389331,0.044722997846207466,0.033916040963428117
0.034174555477101916,0.008013895621783897,0.02064178358726803,0.0,0.3779245749874657,0.017813078795466657,0.0,0.0,0.06620254890667394,0.0,0.08260950673916351,0.10981330725594493,0.004617832914771832,0.0,0.0,0.0,0.01533570505061144,0.02571585437192872,0.1967116504078375,0.013629713826949745,0.006308694963436071,0.020487297093596108
