color,shape,title,salary,bonus,building,floor,area,chair
0.23845501485541015,0.18294789821141655,0.0029874967701698,0.009733215437853267,-0.04513086765585249,0.001747318819651244,-0.0007485269591526899,0.0035389277588881297,0.03446196946046213
0.303594408298694,-0.09595346616588618,-0.014353997264534176,-0.09149257673479885,0.08070312575613821,-0.00027398875407772156,-0.007465528837031033,0.04216959513609209,0.21102957986098198
0.1565368864543793,0.08520990803118922,-0.0026052071961521323,0.03227346522957313,0.1142760114213742,-0.010046778079038796,0.0006162669098252491,0.018779623790678768,0.032962866996544174
0.31378717132077355,0.2643499524496396,0.02396457702242675,-0.012715612400282033,-0.10227009832641758,-0.009743018112226989,-0.0004859148849220351,-0.04927799651396352,6.071119394307967e-05
0.008694482069638496,-0.402036092366994,0.03507975767524891,-0.09126327834656804,-0.03344706662741803,0.00025068393446301584,-0.009925530669681586,-0.041975575734781105,-0.03737436911911345
-0.5942777911880195,0.03192986710762768,-0.0004406481409890424,0.03239515008765424,-0.04328800558449273,-0.000691124290719705,0.008756058052094362,0.0046368263894005285,-0.011015724284093075
0.38515692062759105,-0.16973341425807614,-0.005606110281556087,-0.05223577544536189,0.0009635581887664288,-0.0023047264226182264,-0.012604082410446095,-0.03393979503626891,0.31696169538416097
-0.6567508958200391,0.03915397143218485,0.001575024335940223,0.13292135443605335,-0.12734802469119463,-0.007498380517942722,0.0017927424663724252,0.04187509009199845,0.0022976836439129833
0.36131149484930625,0.323726078996202,-0.02558401657532077,-0.15798610354424408,0.061927801131370364,0.012878399782256333,-0.001597968622810031,-0.11021726911073577,-0.037746772217724066
-0.5907933674705016,0.058203264731319516,-0.0010491774706145901,0.1130153536937165,-0.10794448643185339,-0.0030042162583740254,-0.007599963973612152,-0.0765469687505963,0.04374837458867724
0.02301844329115333,-0.3679955319320926,0.016973689923541174,-0.1660469190874818,0.026930162815848424,0.0006906778661108999,-0.0003257731523219265,-0.09020028384509143,-0.015040550721842922
0.2791157288900306,0.277332707873529,-0.019416810132722354,-0.05504449272990526,-0.1312383104261478,0.000726682928558136,-0.001923779756542428,0.22959946125425823,-0.15143679730412926
0.29861121125193585,0.10825557005650457,-0.004883679943629363,0.0014869442767553862,-0.004531255755566138,0.00011548811323614324,-0.009038961362749067,-0.04831549148483533,0.08630178310541767
-0.1498862161607415,0.21637234126337404,-0.004195833401897318,0.1286489394593376,0.10425113808676643,-0.007769454341604512,-0.026102677967645833,0.09614032168912295,0.06970227734044236
0.25930015961190866,0.1265884819709102,-0.001387554478551102,-0.00520564812017546,-0.006457510537554544,-0.0002728842766852618,-0.0008182329949919862,-0.0346448114890548,0.09089761375184334
0.018167335671495102,0.10288835564129814,-0.006739335578803455,-0.05359152652481773,-0.1389101452295906,0.011530496910579604,0.0008362002153632565,-0.1458468550279204,-0.3603194012381106
0.014949316029871795,-0.40905316956019316,-0.01821718286901861,-0.13294569835258005,0.21303325874054735,-0.010887490535786602,0.004823707496568796,0.05429302900049585,-0.28799000943685515
-0.6029791689146853,0.037905810192416796,-0.007402574170621811,0.017479576649533247,-0.0644577959317275,9.593636079845119e-05,-0.0027369692453694176,0.027145123397650895,0.022975402155571232
0.21443807746644136,0.11224984842615413,-0.005309200728227494,0.037866587422791094,0.0008826621870125969,0.0018098206994779302,-0.000205000293255409,0.02073264845693592,0.045537265355631365
0.006273066479899124,-0.25277308909448376,-0.009688149940731477,-0.08173412739792753,0.07657595162560435,-0.008635716308976579,0.0017977096544138972,-0.07520877349418512,-0.22860383329435954
0.24353512684529974,0.11022121132855851,-0.0016924722939221785,0.013822234098360373,0.04552064197106852,-0.00400012538093375,-0.00305511635664737,-0.06487303922764093,0.08852314651757075
0.3328585466849618,0.319359529436067,-0.0018353404061511515,-0.1729482448985406,0.19609430290367755,0.009767945317680212,0.00017909177427935573,-0.20146529299902008,-0.05525873472214595
0.22355737961203528,0.10158288521605609,-0.0007132648820218083,-0.004032666472658241,0.02613335954815793,0.009573004780176208,0.004090546215828888,0.01936213723544428,0.04844966953730046
0.14683588400204137,0.12176321210555577,0.0020820277787523887,0.03502744581761998,0.06128507841052099,-2.1957131610880302e-05,-0.0018283930630511663,0.10893833251935751,-0.046079067581463504
-0.5658218412613513,0.03316584637113257,-0.0017028441560106666,0.06917821333300278,-0.07987378611454324,-0.0017889567832680845,-0.024230018847320456,-0.013796682390525561,0.012884506795794845
0.28819951414698985,0.12869403246205133,0.006593620306066576,0.05304601905596275,-0.0915326862873362,-0.0002568717882143442,0.0013038773074251402,-0.020543848560032968,0.06249157616550973
